Product Category,Product Price,Returns,Return_Risk
Electronics,397,1.0,0.87
Clothing,317,1.0,0.82
Books,285,1.0,0.81
Clothing,495,1.0,0.84
Electronics,62,1.0,0.8
Books,377,1.0,0.87
Clothing,89,1.0,0.71
Electronics,412,1.0,0.85
Electronics,114,1.0,0.88
Home,269,1.0,0.72
Electronics,453,1.0,0.84
Clothing,100,1.0,0.83
Electronics,307,1.0,0.81
Clothing,338,1.0,0.84
Clothing,349,1.0,0.84
Clothing,97,1.0,0.85
Books,98,1.0,0.83
Books,421,1.0,0.76
Clothing,487,1.0,0.87
Home,256,1.0,0.83
Clothing,423,1.0,0.85
Books,77,1.0,0.82
Books,101,1.0,0.77
Books,272,1.0,0.83
Clothing,223,1.0,0.74
Home,218,1.0,0.78
Home,198,1.0,0.89
Clothing,251,1.0,0.85
Books,416,1.0,0.87
Books,440,1.0,0.74
Electronics,362,1.0,0.81
Clothing,27,1.0,0.77
Electronics,239,1.0,0.82
Electronics,69,1.0,0.81
Clothing,93,1.0,0.71
Books,453,1.0,0.75
Books,363,1.0,0.78
Home,303,1.0,0.79
Books,294,1.0,0.87
Clothing,198,1.0,0.79
Electronics,10,1.0,0.84
Electronics,91,1.0,0.8
Home,268,1.0,0.82
Electronics,232,1.0,0.79
Home,475,1.0,0.78
Clothing,194,1.0,0.86
Clothing,373,1.0,0.88
Clothing,446,1.0,0.86
Clothing,144,1.0,0.89
Clothing,360,1.0,0.85
Books,13,1.0,0.88
Clothing,331,1.0,0.84
Clothing,186,1.0,0.86
Home,205,1.0,0.81
Home,268,1.0,0.83
Home,271,1.0,0.81
Books,284,1.0,0.8
Books,142,1.0,0.85
Electronics,150,1.0,0.71
Home,472,1.0,0.77
Clothing,489,1.0,0.83
Books,340,1.0,0.82
Electronics,286,1.0,0.84
Electronics,287,1.0,0.77
Books,337,1.0,0.88
Electronics,275,1.0,0.8
Books,359,1.0,0.8
Books,388,0.0,0.78
Books,429,1.0,0.8
Clothing,259,1.0,0.75
Clothing,145,1.0,0.73
Clothing,354,1.0,0.78
Clothing,116,1.0,0.77
Home,394,1.0,0.83
Books,299,1.0,0.9
Clothing,478,1.0,0.93
Clothing,453,1.0,0.86
Electronics,24,1.0,0.76
Books,342,0.0,0.82
Books,274,1.0,0.91
Home,141,1.0,0.86
Books,167,1.0,0.84
Home,393,1.0,0.76
Home,243,1.0,0.73
Books,250,1.0,0.77
Home,81,1.0,0.79
Books,311,1.0,0.79
Home,69,1.0,0.85
Clothing,418,1.0,0.81
Books,311,1.0,0.86
Clothing,166,1.0,0.88
Books,127,1.0,0.77
Electronics,193,1.0,0.79
Home,403,1.0,0.79
Clothing,454,1.0,0.8
Clothing,16,1.0,0.9
Books,183,1.0,0.79
Books,295,1.0,0.86
Home,239,1.0,0.83
Electronics,43,1.0,0.78
Books,48,1.0,0.77
Books,80,1.0,0.87
Electronics,87,1.0,0.84
Books,115,1.0,0.91
Books,106,1.0,0.8
Electronics,78,1.0,0.86
Clothing,64,1.0,0.85
Home,448,1.0,0.9
Home,188,1.0,0.77
Books,422,1.0,0.83
Electronics,359,1.0,0.81
Electronics,254,1.0,0.94
Electronics,278,1.0,0.78
Books,306,1.0,0.75
Books,271,0.0,0.74
Books,383,1.0,0.8
Books,255,1.0,0.87
Clothing,106,1.0,0.88
Home,106,1.0,0.82
Clothing,403,1.0,0.83
Clothing,376,1.0,0.84
Electronics,354,1.0,0.79
Home,13,1.0,0.85
Books,262,1.0,0.81
Home,350,1.0,0.83
Clothing,231,1.0,0.76
Home,499,1.0,0.71
Clothing,453,1.0,0.81
Books,456,1.0,0.84
Home,450,1.0,0.87
Books,156,1.0,0.87
Books,290,1.0,0.84
Electronics,157,1.0,0.82
Books,269,1.0,0.76
Home,465,1.0,0.8
Electronics,241,1.0,0.8
Home,314,1.0,0.83
Electronics,84,1.0,0.88
Books,251,1.0,0.8
Clothing,322,1.0,0.92
Books,271,1.0,0.91
Home,402,1.0,0.9
Electronics,470,1.0,0.82
Home,350,1.0,0.91
Books,353,1.0,0.81
Books,377,1.0,0.8
Clothing,373,1.0,0.87
Clothing,395,1.0,0.76
Books,178,1.0,0.87
Books,309,1.0,0.88
Books,210,1.0,0.87
Clothing,499,1.0,0.81
Books,81,1.0,0.76
Clothing,375,1.0,0.79
Clothing,158,1.0,0.8
Books,132,1.0,0.73
Books,481,1.0,0.83
Home,319,1.0,0.92
Clothing,78,1.0,0.76
Books,165,1.0,0.85
Books,207,1.0,0.84
Home,147,1.0,0.91
Books,20,1.0,0.82
Electronics,163,1.0,0.87
Books,223,1.0,0.81
Home,192,1.0,0.79
Electronics,426,1.0,0.89
Home,338,1.0,0.87
Clothing,451,1.0,0.8
Home,436,1.0,0.86
Electronics,306,1.0,0.84
Books,255,0.0,0.73
Books,365,0.0,0.8
Books,102,1.0,0.78
Books,475,1.0,0.8
Books,292,1.0,0.77
Books,424,1.0,0.82
Books,322,1.0,0.88
Books,160,1.0,0.75
Electronics,15,1.0,0.85
Home,393,1.0,0.75
Home,339,1.0,0.87
Clothing,423,1.0,0.84
Books,218,1.0,0.85
Electronics,181,1.0,0.82
Electronics,266,1.0,0.85
Clothing,65,1.0,0.77
Books,431,1.0,0.86
Electronics,10,1.0,0.79
Home,434,1.0,0.79
Books,166,1.0,0.75
Clothing,154,1.0,0.85
Clothing,28,1.0,0.89
Electronics,132,1.0,0.89
Electronics,253,1.0,0.77
Home,308,1.0,0.83
Books,61,1.0,0.82
Clothing,160,1.0,0.84
Clothing,185,1.0,0.87
Books,466,1.0,0.82
Electronics,184,1.0,0.83
Electronics,89,1.0,0.85
Home,310,1.0,0.81
Electronics,358,1.0,0.78
Books,159,1.0,0.86
Clothing,358,1.0,0.86
Clothing,371,1.0,0.8
Home,177,1.0,0.84
Books,422,1.0,0.82
Clothing,467,1.0,0.83
Books,494,1.0,0.76
Clothing,218,1.0,0.82
Clothing,197,1.0,0.8
Books,53,1.0,0.78
Books,368,1.0,0.86
Home,415,1.0,0.83
Clothing,368,1.0,0.78
Clothing,183,1.0,0.8
Electronics,270,1.0,0.84
Electronics,315,1.0,0.8
Books,30,1.0,0.83
Books,159,1.0,0.83
Books,259,1.0,0.72
Books,372,1.0,0.81
Clothing,265,1.0,0.75
Clothing,247,1.0,0.81
Home,457,1.0,0.81
Books,160,1.0,0.76
Electronics,129,1.0,0.72
Electronics,435,1.0,0.86
Books,64,1.0,0.78
Electronics,421,1.0,0.86
Clothing,33,1.0,0.79
Home,75,1.0,0.86
Home,118,1.0,0.79
Electronics,448,1.0,0.79
Clothing,147,1.0,0.81
Clothing,179,0.0,0.79
Home,334,1.0,0.84
Books,316,1.0,0.82
Books,149,1.0,0.86
Clothing,475,1.0,0.87
Clothing,442,1.0,0.84
Clothing,173,1.0,0.73
Books,367,1.0,0.79
Books,147,1.0,0.82
Books,25,1.0,0.83
Home,113,1.0,0.78
Books,87,1.0,0.83
Clothing,173,1.0,0.77
Clothing,83,1.0,0.79
Clothing,396,1.0,0.87
Clothing,16,1.0,0.77
Books,432,1.0,0.82
Books,210,1.0,0.72
Electronics,133,1.0,0.79
Clothing,225,1.0,0.86
Clothing,90,1.0,0.87
Books,402,1.0,0.76
Electronics,28,1.0,0.82
Clothing,198,1.0,0.78
Clothing,405,1.0,0.81
Electronics,227,1.0,0.8
Books,457,1.0,0.91
Clothing,150,1.0,0.87
Home,105,1.0,0.85
Clothing,409,1.0,0.87
Books,116,1.0,0.91
Clothing,285,1.0,0.75
Books,235,1.0,0.71
Books,397,1.0,0.84
Clothing,108,1.0,0.8
Clothing,159,1.0,0.8
Clothing,262,1.0,0.86
Electronics,169,1.0,0.89
Books,382,1.0,0.84
Home,134,1.0,0.71
Home,283,1.0,0.73
Electronics,410,1.0,0.83
Electronics,68,1.0,0.78
Home,496,1.0,0.78
Clothing,65,1.0,0.82
Home,117,1.0,0.86
Clothing,120,1.0,0.74
Clothing,412,1.0,0.84
Home,442,1.0,0.75
Electronics,368,1.0,0.95
Clothing,103,1.0,0.81
Clothing,437,1.0,0.86
Books,268,1.0,0.83
Books,350,1.0,0.8
Clothing,13,1.0,0.82
Electronics,250,1.0,0.76
Home,494,1.0,0.72
Books,323,1.0,0.91
Books,241,1.0,0.78
Clothing,268,1.0,0.89
Electronics,376,1.0,0.79
Electronics,102,1.0,0.75
Books,312,1.0,0.84
Books,48,1.0,0.8
Electronics,163,1.0,0.83
Electronics,316,1.0,0.78
Clothing,78,1.0,0.78
Electronics,36,1.0,0.81
Clothing,120,1.0,0.94
Books,359,1.0,0.81
Home,17,1.0,0.83
Books,315,1.0,0.89
Books,146,1.0,0.78
Home,399,1.0,0.85
Home,339,1.0,0.82
Electronics,142,1.0,0.78
Clothing,450,1.0,0.85
Clothing,105,1.0,0.81
Clothing,49,1.0,0.82
Books,28,1.0,0.82
Home,165,1.0,0.91
Electronics,232,1.0,0.81
Books,254,1.0,0.76
Books,51,1.0,0.83
Books,14,1.0,0.84
Electronics,250,1.0,0.76
Home,351,1.0,0.87
Home,439,1.0,0.86
Books,202,1.0,0.82
Electronics,391,1.0,0.83
Books,68,1.0,0.75
Books,362,1.0,0.78
Electronics,384,1.0,0.79
Electronics,414,1.0,0.89
Electronics,306,1.0,0.91
Clothing,78,1.0,0.77
Home,205,1.0,0.89
Home,410,1.0,0.84
Books,263,1.0,0.9
Books,108,1.0,0.83
Clothing,37,1.0,0.77
Clothing,73,1.0,0.81
Clothing,96,1.0,0.74
Electronics,60,1.0,0.8
Home,153,1.0,0.76
Books,32,1.0,0.83
Home,419,1.0,0.85
Clothing,405,1.0,0.87
Electronics,60,1.0,0.84
Home,246,1.0,0.79
Books,122,1.0,0.81
Home,188,1.0,0.86
Books,180,1.0,0.74
Clothing,360,1.0,0.84
Home,328,1.0,0.84
Home,87,1.0,0.81
Clothing,134,1.0,0.73
Books,249,1.0,0.9
Home,392,1.0,0.84
Electronics,43,1.0,0.84
Clothing,446,1.0,0.81
Home,129,1.0,0.87
Books,185,1.0,0.8
Clothing,378,1.0,0.79
Books,371,1.0,0.76
Home,489,1.0,0.81
Clothing,61,1.0,0.86
Home,79,1.0,0.74
Electronics,352,1.0,0.83
Home,407,1.0,0.81
Books,359,1.0,0.83
Books,344,1.0,0.84
Clothing,228,1.0,0.8
Home,298,1.0,0.86
Books,243,1.0,0.89
Clothing,295,1.0,0.77
Clothing,370,1.0,0.79
Clothing,404,1.0,0.76
Electronics,42,1.0,0.89
Home,274,1.0,0.79
Books,168,1.0,0.78
Books,339,1.0,0.83
Clothing,477,1.0,0.81
Clothing,481,1.0,0.75
Electronics,367,1.0,0.94
Books,328,1.0,0.83
Books,16,1.0,0.8
Books,36,1.0,0.89
Clothing,203,1.0,0.8
Home,469,1.0,0.84
Clothing,384,1.0,0.83
Electronics,310,1.0,0.81
Clothing,200,1.0,0.73
Books,293,1.0,0.81
Home,38,1.0,0.82
Electronics,30,1.0,0.78
Clothing,35,1.0,0.79
Home,432,1.0,0.84
Books,36,1.0,0.79
Clothing,391,1.0,0.83
Books,351,1.0,0.93
Electronics,211,1.0,0.77
Books,421,1.0,0.9
Books,199,1.0,0.77
Electronics,140,1.0,0.84
Home,358,1.0,0.79
Clothing,368,1.0,0.72
Books,60,1.0,0.78
Electronics,442,1.0,0.89
Home,432,1.0,0.85
Home,226,1.0,0.86
Electronics,478,1.0,0.74
Clothing,438,1.0,0.73
Clothing,496,1.0,0.86
Clothing,14,1.0,0.84
Electronics,326,1.0,0.8
Home,144,1.0,0.84
Electronics,172,1.0,0.83
Home,432,1.0,0.83
Clothing,318,1.0,0.8
Clothing,13,1.0,0.88
Home,259,1.0,0.71
Home,405,1.0,0.79
Clothing,177,1.0,0.79
Clothing,97,1.0,0.78
Clothing,230,1.0,0.83
Home,232,1.0,0.89
Clothing,120,1.0,0.91
Clothing,100,1.0,0.83
Electronics,305,1.0,0.79
Books,294,1.0,0.77
Clothing,316,1.0,0.78
Electronics,496,1.0,0.81
Books,500,1.0,0.87
Books,210,1.0,0.84
Books,249,1.0,0.83
Clothing,40,1.0,0.81
Electronics,364,1.0,0.78
Electronics,34,1.0,0.78
Books,398,1.0,0.89
Books,35,1.0,0.9
Clothing,152,1.0,0.78
Clothing,252,1.0,0.87
Books,277,1.0,0.81
Home,301,1.0,0.84
Home,477,1.0,0.8
Electronics,247,1.0,0.89
Books,16,1.0,0.84
Electronics,93,1.0,0.75
Books,69,1.0,0.76
Books,465,1.0,0.8
Home,54,1.0,0.79
Clothing,170,1.0,0.76
Home,419,1.0,0.84
Books,466,1.0,0.79
Electronics,68,1.0,0.84
Clothing,79,1.0,0.75
Books,315,1.0,0.82
Books,90,1.0,0.84
Clothing,118,1.0,0.86
Books,474,1.0,0.87
Electronics,217,1.0,0.8
Electronics,54,1.0,0.87
Books,124,1.0,0.75
Books,239,1.0,0.84
Home,180,1.0,0.87
Home,195,1.0,0.81
Clothing,69,1.0,0.85
Electronics,277,1.0,0.81
Home,453,1.0,0.85
Clothing,287,1.0,0.8
Books,193,1.0,0.76
Home,222,1.0,0.79
Home,462,1.0,0.79
Electronics,454,1.0,0.73
Books,134,1.0,0.79
Books,320,1.0,0.86
Clothing,181,1.0,0.74
Books,483,1.0,0.8
Books,308,1.0,0.81
Clothing,416,1.0,0.87
Books,22,1.0,0.8
Electronics,41,1.0,0.88
Electronics,83,1.0,0.82
Books,66,1.0,0.84
Books,91,1.0,0.87
Electronics,39,1.0,0.87
Clothing,338,1.0,0.96
Clothing,339,1.0,0.91
Electronics,226,1.0,0.85
Home,13,1.0,0.85
Electronics,427,1.0,0.8
Clothing,449,1.0,0.89
Books,271,1.0,0.8
Books,128,1.0,0.89
Books,335,1.0,0.8
Clothing,409,1.0,0.83
Electronics,237,1.0,0.8
Electronics,236,1.0,0.82
Electronics,443,1.0,0.8
Home,332,1.0,0.9
Books,179,1.0,0.87
Books,59,1.0,0.9
Electronics,53,1.0,0.75
Home,327,1.0,0.73
Clothing,80,1.0,0.79
Books,444,1.0,0.83
Home,316,1.0,0.86
Clothing,35,1.0,0.87
Clothing,419,1.0,0.77
Books,347,1.0,0.87
Books,202,1.0,0.85
Electronics,83,1.0,0.79
Electronics,413,1.0,0.81
Home,427,1.0,0.85
Electronics,466,1.0,0.79
Home,89,1.0,0.86
Electronics,342,1.0,0.82
Electronics,34,1.0,0.87
Electronics,291,1.0,0.82
Books,310,1.0,0.91
Electronics,401,1.0,0.86
Books,18,1.0,0.8
Books,490,1.0,0.89
Electronics,461,1.0,0.83
Electronics,249,1.0,0.9
Electronics,165,1.0,0.91
Books,60,1.0,0.79
Clothing,41,1.0,0.79
Clothing,218,1.0,0.72
Books,421,1.0,0.78
Clothing,192,1.0,0.83
Home,296,1.0,0.81
Home,171,1.0,0.82
Books,289,1.0,0.71
Books,335,1.0,0.92
Clothing,420,1.0,0.87
Home,163,1.0,0.85
Clothing,23,1.0,0.77
Home,389,1.0,0.89
Books,373,1.0,0.89
Clothing,353,1.0,0.85
Books,444,1.0,0.78
Home,266,1.0,0.74
Home,400,1.0,0.84
Electronics,300,1.0,0.84
Books,199,1.0,0.75
Clothing,153,1.0,0.86
Clothing,292,1.0,0.74
Home,202,1.0,0.74
Clothing,418,1.0,0.76
Electronics,103,1.0,0.76
Electronics,430,1.0,0.85
Clothing,427,1.0,0.84
Electronics,83,1.0,0.72
Clothing,85,1.0,0.84
Clothing,352,1.0,0.78
Home,299,1.0,0.74
Clothing,173,1.0,0.87
Clothing,458,1.0,0.77
Books,268,1.0,0.77
Books,429,1.0,0.87
Home,497,1.0,0.76
Clothing,298,1.0,0.77
Clothing,288,1.0,0.8
Books,49,1.0,0.85
Home,217,1.0,0.79
Home,69,1.0,0.89
Home,357,1.0,0.86
Electronics,45,1.0,0.87
Books,397,1.0,0.82
Clothing,327,1.0,0.72
Home,230,1.0,0.86
Clothing,71,1.0,0.83
Books,367,1.0,0.85
Clothing,209,1.0,0.83
Home,391,1.0,0.83
Books,92,1.0,0.95
Clothing,409,1.0,0.77
Books,228,1.0,0.88
Electronics,24,1.0,0.86
Clothing,437,1.0,0.84
Clothing,281,1.0,0.77
Books,394,1.0,0.86
Books,53,1.0,0.79
Electronics,323,1.0,0.8
Clothing,378,1.0,0.91
Electronics,159,1.0,0.78
Clothing,449,1.0,0.88
Clothing,138,1.0,0.76
Books,144,1.0,0.85
Books,97,1.0,0.8
Clothing,279,1.0,0.86
Books,133,0.0,0.8
Clothing,169,1.0,0.83
Books,408,1.0,0.87
Electronics,312,1.0,0.81
Home,200,1.0,0.87
Books,310,1.0,0.82
Electronics,28,1.0,0.85
Home,129,1.0,0.76
Home,202,1.0,0.81
Clothing,379,1.0,0.77
Clothing,316,1.0,0.75
Electronics,131,1.0,0.77
Books,473,1.0,0.79
Electronics,315,1.0,0.91
Electronics,449,1.0,0.87
Home,150,1.0,0.77
Clothing,376,1.0,0.86
Clothing,179,1.0,0.83
Books,22,1.0,0.78
Books,129,1.0,0.86
Clothing,425,1.0,0.81
Home,11,1.0,0.8
Books,51,1.0,0.9
Electronics,481,1.0,0.91
Electronics,246,1.0,0.84
Books,387,1.0,0.83
Clothing,427,1.0,0.78
Electronics,220,1.0,0.75
Electronics,183,1.0,0.77
Electronics,67,1.0,0.79
Books,91,1.0,0.79
Home,87,1.0,0.87
Clothing,196,1.0,0.76
Electronics,367,1.0,0.83
Books,222,1.0,0.83
Clothing,402,1.0,0.83
Home,55,1.0,0.77
Electronics,426,1.0,0.86
Clothing,49,1.0,0.84
Clothing,483,1.0,0.78
Home,386,1.0,0.83
Home,65,1.0,0.73
Books,229,1.0,0.79
Clothing,493,1.0,0.79
Clothing,342,1.0,0.83
Clothing,452,1.0,0.78
Clothing,67,1.0,0.83
Clothing,421,1.0,0.76
Home,328,1.0,0.81
Electronics,482,1.0,0.76
Clothing,111,1.0,0.76
Home,491,1.0,0.71
Clothing,321,1.0,0.92
Clothing,17,1.0,0.85
Books,147,1.0,0.76
Books,272,1.0,0.83
Home,56,1.0,0.85
Home,305,1.0,0.88
Electronics,243,1.0,0.88
Books,190,1.0,0.88
Electronics,243,1.0,0.83
Clothing,358,1.0,0.81
Clothing,293,1.0,0.88
Books,434,1.0,0.81
Clothing,267,1.0,0.9
Home,426,1.0,0.78
Clothing,500,1.0,0.82
Home,334,1.0,0.93
Clothing,88,1.0,0.79
Electronics,42,1.0,0.82
Electronics,208,1.0,0.84
Electronics,65,1.0,0.87
Clothing,497,1.0,0.92
Books,148,1.0,0.76
Books,219,1.0,0.82
Books,326,1.0,0.72
Home,359,1.0,0.89
Electronics,23,1.0,0.82
Home,497,1.0,0.75
Clothing,50,1.0,0.82
Books,28,1.0,0.83
Clothing,326,1.0,0.82
Books,355,1.0,0.74
Clothing,377,1.0,0.79
Clothing,348,1.0,0.82
Books,333,1.0,0.86
Electronics,144,1.0,0.81
Clothing,410,1.0,0.84
Books,135,1.0,0.88
Home,240,1.0,0.89
Clothing,129,1.0,0.79
Clothing,107,1.0,0.84
Clothing,400,1.0,0.83
Clothing,374,1.0,0.84
Clothing,289,1.0,0.78
Books,75,1.0,0.74
Books,239,1.0,0.8
Clothing,161,1.0,0.84
Clothing,133,1.0,0.83
Home,23,1.0,0.84
Home,427,1.0,0.84
Clothing,111,1.0,0.81
Clothing,156,1.0,0.81
Electronics,125,1.0,0.78
Electronics,395,1.0,0.74
Books,25,1.0,0.77
Books,159,1.0,0.86
Books,327,1.0,0.78
Books,400,1.0,0.86
Clothing,30,1.0,0.82
Home,275,1.0,0.78
Home,338,1.0,0.82
Books,326,1.0,0.79
Home,456,1.0,0.83
Clothing,289,1.0,0.88
Books,461,1.0,0.78
Electronics,354,1.0,0.86
Electronics,187,1.0,0.86
Clothing,217,1.0,0.86
Books,491,1.0,0.83
Books,364,1.0,0.77
Clothing,379,1.0,0.81
Electronics,434,1.0,0.84
Electronics,33,1.0,0.84
Clothing,305,1.0,0.75
Clothing,194,1.0,0.76
Home,275,1.0,0.81
Electronics,472,1.0,0.81
Clothing,266,1.0,0.81
Electronics,77,1.0,0.87
Books,398,1.0,0.73
Clothing,261,1.0,0.86
Electronics,32,1.0,0.78
Clothing,378,1.0,0.77
Books,391,1.0,0.8
Clothing,391,1.0,0.74
Books,220,1.0,0.74
Home,172,1.0,0.74
Clothing,218,1.0,0.85
Books,36,1.0,0.8
Home,349,1.0,0.86
Electronics,344,1.0,0.85
Home,364,1.0,0.83
Books,303,1.0,0.79
Books,432,1.0,0.83
Books,156,1.0,0.86
Electronics,135,1.0,0.79
Clothing,424,1.0,0.78
Clothing,141,1.0,0.79
Home,179,1.0,0.85
Books,418,1.0,0.84
Books,229,1.0,0.85
Clothing,447,1.0,0.82
Books,413,1.0,0.79
Clothing,112,1.0,0.89
Electronics,44,1.0,0.87
Clothing,217,1.0,0.81
Electronics,252,1.0,0.83
Home,386,1.0,0.83
Home,232,1.0,0.85
Electronics,254,1.0,0.84
Home,356,1.0,0.79
Clothing,354,1.0,0.78
Books,119,1.0,0.81
Clothing,477,1.0,0.84
Books,404,1.0,0.85
Books,209,1.0,0.86
Home,416,1.0,0.87
Clothing,248,1.0,0.9
Home,378,1.0,0.74
Books,177,1.0,0.79
Books,389,1.0,0.9
Books,328,1.0,0.87
Clothing,374,1.0,0.79
Clothing,152,1.0,0.78
Books,164,1.0,0.82
Clothing,80,1.0,0.86
Clothing,432,1.0,0.88
Home,176,1.0,0.87
Clothing,173,1.0,0.75
Home,291,1.0,0.73
Clothing,416,1.0,0.88
Electronics,237,1.0,0.83
Clothing,92,1.0,0.9
Home,358,1.0,0.81
Books,120,1.0,0.71
Books,328,1.0,0.81
Books,253,1.0,0.73
Electronics,219,1.0,0.79
Clothing,214,1.0,0.85
Clothing,191,1.0,0.77
Books,79,1.0,0.84
Home,374,1.0,0.75
Electronics,109,1.0,0.87
Home,104,1.0,0.84
Home,49,1.0,0.83
Electronics,57,1.0,0.79
Books,15,1.0,0.85
Clothing,475,1.0,0.85
Clothing,234,1.0,0.79
Home,33,1.0,0.8
Clothing,461,1.0,0.8
Home,313,1.0,0.8
Home,86,1.0,0.85
Electronics,483,1.0,0.84
Books,491,1.0,0.88
Home,359,1.0,0.8
Clothing,399,1.0,0.88
Books,307,1.0,0.76
Clothing,33,1.0,0.79
Books,227,1.0,0.8
Electronics,89,1.0,0.87
Clothing,409,1.0,0.82
Electronics,94,1.0,0.81
Books,263,1.0,0.82
Books,177,1.0,0.84
Home,183,1.0,0.91
Clothing,445,1.0,0.81
Clothing,49,1.0,0.79
Books,324,1.0,0.83
Books,430,1.0,0.81
Clothing,284,1.0,0.81
Home,386,1.0,0.89
Books,263,1.0,0.79
Clothing,228,1.0,0.79
Books,451,1.0,0.84
Home,240,1.0,0.74
Electronics,178,1.0,0.8
Books,465,1.0,0.82
Clothing,155,1.0,0.82
Electronics,287,1.0,0.9
Books,314,1.0,0.81
Books,175,1.0,0.88
Clothing,151,1.0,0.8
Books,143,1.0,0.79
Clothing,119,1.0,0.76
Electronics,453,1.0,0.83
Clothing,471,1.0,0.83
Clothing,408,1.0,0.82
Clothing,44,1.0,0.78
Electronics,354,1.0,0.8
Clothing,299,1.0,0.79
Books,19,1.0,0.85
Books,457,1.0,0.74
Electronics,100,1.0,0.83
Books,238,1.0,0.87
Books,295,1.0,0.88
Books,259,1.0,0.88
Clothing,202,1.0,0.81
Electronics,386,1.0,0.75
Books,256,1.0,0.81
Clothing,482,1.0,0.87
Books,258,1.0,0.85
Clothing,297,1.0,0.88
Books,302,1.0,0.86
Electronics,79,1.0,0.86
Books,60,1.0,0.87
Electronics,437,1.0,0.87
Books,15,1.0,0.9
Books,223,1.0,0.87
Home,268,1.0,0.77
Books,277,1.0,0.87
Electronics,392,1.0,0.86
Books,286,1.0,0.76
Books,342,1.0,0.87
Books,265,1.0,0.84
Electronics,119,1.0,0.82
Books,222,1.0,0.77
Clothing,212,1.0,0.88
Books,85,1.0,0.9
Electronics,320,1.0,0.82
Books,403,1.0,0.82
Home,500,1.0,0.83
Electronics,369,1.0,0.73
Books,307,1.0,0.8
Clothing,123,1.0,0.82
Books,425,1.0,0.9
Clothing,36,1.0,0.84
Clothing,185,1.0,0.76
Books,156,1.0,0.88
Electronics,231,1.0,0.85
Clothing,144,1.0,0.79
Clothing,167,1.0,0.91
Books,118,1.0,0.82
Books,363,1.0,0.81
Home,215,1.0,0.85
Books,290,1.0,0.84
Books,458,1.0,0.74
Electronics,39,1.0,0.85
Clothing,310,1.0,0.81
Home,156,1.0,0.85
Home,463,1.0,0.86
Books,125,1.0,0.85
Clothing,373,1.0,0.85
Clothing,414,1.0,0.78
Books,86,1.0,0.89
Electronics,116,1.0,0.73
Clothing,352,1.0,0.84
Home,182,1.0,0.82
Clothing,467,1.0,0.8
Clothing,232,1.0,0.83
Clothing,321,1.0,0.78
Books,215,1.0,0.83
Books,261,1.0,0.8
Books,465,1.0,0.71
Books,184,1.0,0.72
Electronics,377,1.0,0.84
Home,36,1.0,0.73
Electronics,26,1.0,0.78
Clothing,442,1.0,0.87
Books,210,1.0,0.81
Home,485,1.0,0.88
Books,228,1.0,0.77
Electronics,371,1.0,0.74
Books,392,1.0,0.83
Home,20,1.0,0.74
Books,299,1.0,0.79
Clothing,287,1.0,0.84
Electronics,327,1.0,0.88
Clothing,57,1.0,0.88
Books,298,1.0,0.85
Books,86,1.0,0.76
Electronics,114,1.0,0.78
Electronics,134,1.0,0.82
Books,318,1.0,0.83
Electronics,443,1.0,0.8
Clothing,217,1.0,0.86
Books,10,1.0,0.75
Clothing,127,1.0,0.88
Electronics,286,1.0,0.89
Clothing,363,1.0,0.88
Home,180,1.0,0.85
Books,156,1.0,0.81
Home,312,1.0,0.8
Clothing,442,1.0,0.83
Clothing,176,1.0,0.72
Clothing,358,1.0,0.82
Clothing,260,1.0,0.73
Clothing,66,1.0,0.88
Clothing,145,1.0,0.77
Clothing,304,1.0,0.83
Clothing,43,1.0,0.81
Clothing,194,1.0,0.82
Clothing,336,1.0,0.77
Clothing,55,1.0,0.74
Clothing,276,1.0,0.8
Clothing,56,1.0,0.89
Home,383,1.0,0.85
Clothing,129,1.0,0.78
Electronics,182,1.0,0.8
Clothing,356,1.0,0.81
Home,261,1.0,0.88
Home,15,1.0,0.91
Books,277,1.0,0.75
Books,387,1.0,0.79
Clothing,181,1.0,0.81
Clothing,470,1.0,0.77
Books,166,1.0,0.8
Books,127,1.0,0.77
Clothing,101,1.0,0.86
Clothing,85,1.0,0.8
Electronics,56,1.0,0.83
Books,190,1.0,0.84
Clothing,270,1.0,0.82
Clothing,175,1.0,0.92
Electronics,321,1.0,0.81
Home,476,1.0,0.77
Clothing,237,1.0,0.78
Books,344,1.0,0.84
Clothing,221,1.0,0.8
Books,120,1.0,0.8
Clothing,237,1.0,0.77
Books,42,1.0,0.83
Books,113,1.0,0.78
Books,94,1.0,0.73
Books,285,1.0,0.83
Electronics,346,1.0,0.83
Electronics,94,1.0,0.75
Electronics,373,1.0,0.8
Electronics,244,1.0,0.85
Clothing,176,1.0,0.8
Clothing,17,1.0,0.91
Clothing,259,1.0,0.73
Books,240,1.0,0.84
Books,342,1.0,0.78
Books,117,1.0,0.88
Clothing,187,1.0,0.9
Clothing,499,1.0,0.88
Clothing,45,1.0,0.85
Clothing,104,1.0,0.8
Clothing,328,1.0,0.78
Home,247,1.0,0.85
Clothing,167,1.0,0.86
Home,18,1.0,0.81
Electronics,253,1.0,0.81
Electronics,208,1.0,0.84
Books,166,1.0,0.8
Books,219,1.0,0.87
Electronics,108,1.0,0.84
Home,435,1.0,0.8
Home,484,1.0,0.82
Electronics,103,1.0,0.83
Clothing,33,1.0,0.83
Books,475,1.0,0.9
Books,39,1.0,0.77
Electronics,454,1.0,0.71
Home,221,1.0,0.8
